2. TRIFD,3. FRS ID,30. CHEMICAL,33. CLEAN AIR ACT CHEMICAL,37. CARCINOGEN,40. 5.1 - FUGITIVE AIR,42. 5.3 - WATER,54. ON-SITE RELEASE TOTAL
26366HRRSNRTE20,110000586125,AMMONIA,NO,NO,8100,1100,9200.06
51501CNCLB2115N,110056965280,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,10665
43961FRSTNSTATE,110000591609,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,98190
78945LCRFY6549P,110000465620,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,10168.73
39552MSSSSHWY63,110040875666,NAPHTHALENE,YES,YES,0,0,0
6225WPRRST1739N,110044852068,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,16.2,0,172815.7
63055LBDPWNO10L,110000440470,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,142782
29044STHCR142WA,110015337198,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,47686
58530MLTNR34012,110000428387,BARIUM  and BARIUM COMPOUNDS,NO,NO,0,0,4295088
62707CTYWT3100S,110056956281,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,523000
52732DMCRN1251B,110000415630,AMMONIA,NO,NO,0,0,8562
43913CRDNL306CO,110000605426,HYDROGEN FLUORIDE,YES,NO,0,0,17800
47567NDNPLRRTE1,110037247912,COBALT COMPOUNDS,YES,NO,0,0,39.9
55308NRTHR13999,110000424700,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,18300
52732DMCRN1251B,110000415630,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,635902
64088SBLYG3200E,110017982593,AMMONIA,NO,NO,4194,0,5027
32514GLFPW11999,110002526847,MERCURY COMPOUNDS,YES,NO,0,0,294.7
51501CNCLB2115N,110056965280,NAPHTHALENE,YES,YES,0,0,80
02830CNSTT1575S,110000312180,AMMONIA,NO,NO,250,0,55471
29044STHCR142WA,110015337198,MERCURY COMPOUNDS,YES,NO,0.4,0.1,93.1
81639PBLCS12795,110012355281,"BENZO(G,H,I)PERYLENE",YES,NO,0.0046,0,0.056
47567NDNPLRRTE1,110037247912,MERCURY COMPOUNDS,YES,NO,0,0.16,57.79
78945LCRFY6549P,110000465620,HYDROGEN FLUORIDE,YES,NO,0,0,14800.95
81626TRSTT2201R,110041086393,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,11000
70669NTRGY3500H,110003271049,MANGANESE COMPOUNDS,YES,NO,30,54,37414
21226BRNDN1000B,110038162902,COBALT  and COBALT COMPOUNDS,YES,NO,0,0,46
06604BRDGP1ATLA,110000316989,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.0053
74651SNRGNHWY15,110000598611,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,9850
33860TMPLC9995S,110000365113,HYDROGEN FLUORIDE,YES,NO,0,0,82
32226STJHN11201,110000362134,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,29704
26366HRRSNRTE20,110000586125,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,5200000
17981WSTWDUSRTE,110010970235,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,1537
72562NRGYN555PO,110000452705,VANADIUM COMPOUNDS,NO,NO,89,0,44369
62739MRNCR134CI,110000500501,LEAD COMPOUNDS,YES,NO,0.3,0,9843.8
45153CNCNN1781U,110000392860,ZINC COMPOUNDS,NO,NO,0,171,52371
80549RWHDN2700E,110000607148,LEAD  and LEAD COMPOUNDS,YES,NO,0.25,0,2630.67
52761MSCTN1700I,110000415827,BARIUM  and BARIUM COMPOUNDS,NO,NO,80.83,251.5,55943.36
42303LMRSM4301U,110056956940,VANADIUM COMPOUNDS,NO,NO,0,0,60
58523NTLPV294CO,110000428369,"1,2,4-TRIMETHYLBENZENE",NO,NO,518,0,520
02903SGNNW40POI,110000312796,NAPHTHALENE,YES,YES,0,0,0
61520CLCDC17751,110000437947,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.067
43811MRCNL47201,110000605417,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,8000
48732DKRNJNWEAD,110000593171,HYDROGEN FLUORIDE,YES,NO,0,0,3020
84624NTRMN850BR,110000470053,AMMONIA,NO,NO,5,0,3555
71447CLCCR275RO,110000450627,NICKEL COMPOUNDS,YES,YES,86,77,28825
62707CTYWT3100S,110056956281,ZINC COMPOUNDS,NO,NO,0,287,23448
15927CLVRP141IN,110001147786,BARIUM COMPOUNDS,NO,NO,0,0,47
6225WPRRST1739N,110044852068,CADMIUM  and CADMIUM COMPOUNDS,YES,YES,0,0,29306.2
15931CMBRC243RU,110000330641,MANGANESE,YES,NO,2.8,0,126.6
98531CNTRL913BI,110000490665,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,37,0,8653
1094WVLLYN333US,110070557956,AMMONIA,NO,NO,0,0,199214
72734FLNTC21797,110000452910,MERCURY  and MERCURY COMPOUNDS,YES,NO,0,0.1,60.1
15774KYSTNRTE21,110000538525,NAPHTHALENE,YES,YES,0,0,63.75
28024DKNRGDUKEP,110006424404,MANGANESE COMPOUNDS,YES,NO,4,0,58739
9970WGLDNV119HH,110064086509,NAPHTHALENE,YES,YES,0,0,640
39552MSSSSHWY63,110040875666,BARIUM COMPOUNDS,NO,NO,0,0,95650
6225WPRRST1739N,110044852068,SELENIUM  and SELENIUM COMPOUNDS,YES,NO,0,0,36045.9
82716NLSMP13151,110000600341,VANADIUM (EXCEPT WHEN CONTAINED IN AN ALLOY),NO,NO,16,0.281,86204.281
37763STVKNSWANP,110000372631,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,8,77,14799
81639PBLCS12795,110012355281,LEAD COMPOUNDS,YES,NO,1.47,0,12225.07
9970WGLDNV119HH,110064086509,N-HEXANE,YES,NO,0,0,800
78263WSMMR9599G,110000464916,ZINC COMPOUNDS,NO,NO,0,28300,47180
62707CTYWT3100S,110056956281,VANADIUM COMPOUNDS,NO,NO,0,194,19774
30120BWNST317CO,110000356356,VANADIUM COMPOUNDS,NO,NO,0,0,77300
33572TMPLC13031,110008319505,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,49000
96782WGNRT475KA,110000486420,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.4
80723PBLCS14940,110000600234,"BENZO(G,H,I)PERYLENE",YES,NO,0.003,0,0.0595
00791PRPYBPR03K,110007342795,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,13.2
18067NRTHM1HORW,110006623396,AMMONIA,NO,NO,40,0,622
84624NTRMN850BR,110000470053,NICKEL COMPOUNDS,YES,YES,5,0,55255
15944CNMGHRTE20,110000538801,COBALT COMPOUNDS,YES,NO,1,59,28679
28024DKNRGDUKEP,110006424404,BARIUM COMPOUNDS,NO,NO,16,12000,252107
96763MLCTR1001N,110001764029,NAPHTHALENE,YES,YES,0,0,39
82942JMBRD9MILE,110007899970,VANADIUM COMPOUNDS,NO,NO,10,0,31783
11742RCHRD607UN,110000323953,"1,2,4-TRIMETHYLBENZENE",NO,NO,0,0,27.8
66044LWRNC1250N,110000445180,HYDROGEN FLUORIDE,YES,NO,0,0,4330
44622DVRLG303EB,110041120578,LEAD  and LEAD COMPOUNDS,YES,NO,0,0,16
82942JMBRD9MILE,110007899970,LEAD COMPOUNDS,YES,NO,31.6,0,7999.3
54632DRYLNS4651,110000422597,MANGANESE COMPOUNDS,YES,NO,25,0,180
53082DGWTR3739L,110000416871,MERCURY COMPOUNDS,YES,NO,0,0,17
84513PCFCR3MILE,110000600608,LEAD COMPOUNDS,YES,NO,9.5,0,24400.3
33805CDMCN3030E,110000364882,COPPER,NO,NO,0,0,6102
43913CRDNL306CO,110000605426,MERCURY COMPOUNDS,YES,NO,0,0.8,358.8
84528PCFCR10MIL,110020101922,ZINC COMPOUNDS,NO,NO,27,0,30683
14012SSMRS7725L,110000326371,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,14022
84528PCFCR10MIL,110020101922,MERCURY COMPOUNDS,YES,NO,0.2,0,171.5
82942JMBRD9MILE,110007899970,AMMONIA,NO,NO,40,0,7573
62707CTYWT3100S,110056956281,NICKEL  and NICKEL COMPOUNDS,YES,YES,0,208,11168
37763STVKNSWANP,110000372631,AMMONIA,NO,NO,31000,440,31720
43913CRDNL306CO,110000605426,VANADIUM COMPOUNDS,NO,NO,5,0,210394
45620MRCNL7397N,110043788327,ZINC COMPOUNDS,NO,NO,31,1546,234264
14012SSMRS7725L,110000326371,MERCURY COMPOUNDS,YES,NO,0,0.0149,66.99246
27052DKNRGPINEH,110000604141,BARIUM COMPOUNDS,NO,NO,2,1860,130024
5579WVRGNP6182N,110001442341,BARIUM  and BARIUM COMPOUNDS,NO,NO,0.0127,0,178.7327
27573CGNTR331AL,110000347045,COPPER  and COPPER COMPOUNDS,NO,NO,43,0.74,663.74
26134PLSNTNO1PO,110038775536,VANADIUM COMPOUNDS,NO,NO,0,0,122530
62644HVNPWSTRTE,110000595794,BARIUM COMPOUNDS,NO,NO,11.454,361.235,260992.673
46304NRTHR246BA,110000397730,BARIUM COMPOUNDS,NO,NO,0,0,27
15748MHMRC1750P,110000330339,COPPER COMPOUNDS,NO,NO,7,28,1005
15774KYSTNRTE21,110000538525,COPPER COMPOUNDS,NO,NO,6,36,68641
36512LBMPWUSHWY,110000741270,LEAD COMPOUNDS,YES,NO,0,0,9590.4
42303LMRSM4301U,110056956940,BARIUM COMPOUNDS,NO,NO,0,444,491
70760BGCJN9951C,110000449792,ZINC COMPOUNDS,NO,NO,0,8,16763
43811MRCNL47201,110000605417,HYDROGEN FLUORIDE,YES,NO,0,0,6790
11232NRRWS53RDS,110008054265,XYLENE (MIXED ISOMERS),YES,NO,0,0,134.6
28024DKNRGDUKEP,110006424404,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,4,62,48475
28024DKNRGDUKEP,110006424404,HYDROGEN FLUORIDE,YES,NO,0,0,4700
19966NDNRVRTE33,110000603936,MERCURY  and MERCURY COMPOUNDS,YES,NO,0,0,43.9
34428FLRDP15760,110017431215,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.2
15774KYSTNRTE21,110000538525,MOLYBDENUM TRIOXIDE,NO,NO,0,0,396.4
64504STJSP1413L,110014466069,BARIUM COMPOUNDS,NO,NO,4,3,42
59034HRDNGSUGAR,110038363623,BARIUM  and BARIUM COMPOUNDS,NO,NO,1044.4,0,1074
42303LMRSM4301U,110056956940,ZINC COMPOUNDS,NO,NO,0,4289,4925
28024DKNRGDUKEP,110006424404,ZINC COMPOUNDS,NO,NO,4,300000,360824
82716NLSMP13151,110000600341,MERCURY,YES,NO,0.004,0,822.004
29038STHCR405TE,110002232209,HYDROGEN FLUORIDE,YES,NO,0,0,1614
29038STHCR405TE,110002232209,VANADIUM COMPOUNDS,NO,NO,7,0,29054
15077FRSTNOFFRT,110056969721,MANGANESE COMPOUNDS,YES,NO,18,5218,5487
02747DRTMT1ENER,110000311911,N-HEXANE,YES,NO,5,0,1025
30129HMMND5963A,110056960515,NAPHTHALENE,YES,YES,0,0,0
26134PLSNTNO1PO,110038775536,LEAD COMPOUNDS,YES,NO,0,0,39083
43811MRCNL47201,110000605417,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,250,0,51735
42350WLSNSHWY85,110000717877,NICKEL COMPOUNDS,YES,YES,0,0,40160
64833SBRYG21133,110056960418,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,731
87416FRCRNCOUNT,110042068473,ZINC COMPOUNDS,NO,NO,1.6,43.2,37039.2
87416FRCRNCOUNT,110042068473,AMMONIA,NO,NO,22432.8,1792.8,27078
47630SGCFB3711D,110000403723,LEAD COMPOUNDS,YES,NO,0,35.5,4752.9
42086STVSH7900M,110000493305,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,2,80,25302
26541FRTMRRTE53,110043799501,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,1100000
47620SGCBB8511W,110044891150,VANADIUM COMPOUNDS,NO,NO,0,22,60962
15944CNMGHRTE20,110000538801,MERCURY COMPOUNDS,YES,NO,0,1.3,946.7
20608CHLKP25100,110005974286,HYDROGEN FLUORIDE,YES,NO,0,0,1920
42086STVSH7900M,110000493305,THALLIUM COMPOUNDS,NO,NO,1,0,27519
82716NLSMP13151,110000600341,CHROMIUM,YES,NO,6,0.562,37340.562
47620SGCBB8511W,110044891150,MERCURY COMPOUNDS,YES,NO,0,0,122
42086STVSH7900M,110000493305,MERCURY COMPOUNDS,YES,NO,0,0,407
33572TMPLC13031,110008319505,ZINC COMPOUNDS,NO,NO,0,0,1000
34428FLRDP15760,110017431215,ZINC COMPOUNDS,NO,NO,1,0,6861
34428FLRDP15760,110017431215,VANADIUM COMPOUNDS,NO,NO,1,0,2684
28164DKNRG6769O,110001495347,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,3.6
53901CLMBNW8385,110000420385,NAPHTHALENE,YES,YES,24,0,76
00785SPRTRKM142,110012141805,ZINC COMPOUNDS,NO,NO,1,0,453
81006PBLCS2005L,110000467851,HYDROGEN FLUORIDE,YES,NO,0,0,10000
28704SHVLL200CP,110000587071,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,3700
85938SPRNG12MIL,110000600788,LEAD  and LEAD COMPOUNDS,YES,NO,141.2,0,53935.4
23234CGNTR5001C,110000868865,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,30.56,0,66.12
68025CTYFF2701E,110040983308,BARIUM COMPOUNDS,NO,NO,250,0,1850
29669DKNRGHWYS4,110004937864,AMMONIA,NO,NO,0,0,45000
87421SNJNGCOUNT,110000600868,NICKEL COMPOUNDS,YES,YES,3,0,301
18013MRTNS6605F,110000334656,ETHYLENE GLYCOL,YES,NO,0,0,0
07036LNDNGWOODA,110000869105,AMMONIA,NO,NO,0,0,43820
15077FRSTNOFFRT,110056969721,ZINC COMPOUNDS,NO,NO,3,445,1771
96793MLGNRNKIHE,110010385528,LEAD COMPOUNDS,YES,NO,0,0,69.8
51501CNCLB2115N,110056965280,HYDROGEN FLUORIDE,YES,NO,0,0,9921
52732DMCRN1251B,110000415630,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,0,0,8
66104NRMNC4240N,110000445340,LEAD  and LEAD COMPOUNDS,YES,NO,0.3,0,261.57
37050STVCM815CU,110000493127,AMMONIA,NO,NO,9500,1700,11203
47882MRMGNHWY54,110000592831,VANADIUM COMPOUNDS,NO,NO,0,6,171010
37716STVBL1265E,110043798487,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,60000
59034HRDNGSUGAR,110038363623,COPPER  and COPPER COMPOUNDS,NO,NO,43.1,0,46.2
37050STVCM815CU,110000493127,THALLIUM COMPOUNDS,NO,NO,1,0,19898
30170WNSLYGEORG,110046233919,VANADIUM COMPOUNDS,NO,NO,0,4300,55062
66536JFFRY25905,110006011680,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.3
68410MHPBLRR3XX,110000606489,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,39613
17976STNCHHWY54,110006812716,BARIUM  and BARIUM COMPOUNDS,NO,NO,60,0,619265
41091CGGSTRT338,110006497585,MANGANESE COMPOUNDS,YES,NO,1,3800,63911
23234CGNTR5001C,110000868865,BARIUM COMPOUNDS,NO,NO,0.08,72.8,73.25
68025CTYFF2701E,110040983308,ZINC COMPOUNDS,NO,NO,5,5,35260
54303PLLMP1530N,110000421534,BARIUM COMPOUNDS,NO,NO,522,9,623
47882MRMGNHWY54,110000592831,BARIUM COMPOUNDS,NO,NO,0,2,230763
97818BRDMN73334,110000488838,MERCURY COMPOUNDS,YES,NO,0,0,118
75846LMSTNFM39A,110000608245,ZINC COMPOUNDS,NO,NO,0,0,49813
25213JHNMS1530W,110042086505,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,395000
86032CHLLPOLDUS,110017206192,ARSENIC COMPOUNDS,YES,NO,0,0,1821
30120BWNST317CO,110000356356,AMMONIA,NO,NO,14000,1800,15800
32653GNSVL10001,110000362615,BARIUM COMPOUNDS,NO,NO,1.1,21,1922.1
32653GNSVL10001,110000362615,MERCURY,YES,NO,0.0003,0.12,70.9203
80817RYNXN14020,110000467646,MERCURY COMPOUNDS,YES,NO,0,0,54.8
41056SPRLCRTE8X,110012142127,NICKEL COMPOUNDS,YES,YES,0,220.52,98396.52
15944SWRDS595PL,110006623519,SELENIUM COMPOUNDS,YES,NO,0,1,46
76384KLNNP12567,110000460153,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.1
28012DKNRG253PL,110000348008,MANGANESE COMPOUNDS,YES,NO,1,1708,13364
76629TXSNWHWY6X,110015666144,COPPER COMPOUNDS,NO,NO,16.22,10.2,25920.41
78012SNMGL6200F,110000464426,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,16402
45153CNCNN1781U,110000392860,MERCURY COMPOUNDS,YES,NO,0,170,302
17981WSTWDUSRTE,110010970235,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,2.6,1,12618.6
23836CHSTR500CO,110000342530,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,0,0,21140
47670PSNRGHWY64,110000592813,NICKEL COMPOUNDS,YES,YES,5,0,347225
5848WGRTRV33669,110039526377,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,11000
19022DDYSTNO1IN,110000817493,CUMENE,YES,YES,0,0,0
45144DYTNP745US,110070135391,HYDROGEN FLUORIDE,YES,NO,0,0,3869
49634TSFLR700ME,110056958225,BARIUM COMPOUNDS,NO,NO,0,65,82
78012SNMGL6200F,110000464426,NICKEL  and NICKEL COMPOUNDS,YES,YES,0,0,16867
64120HWTHR8700H,110017410942,HYDROGEN FLUORIDE,YES,NO,0,0,3155
76629TXSNWHWY6X,110015666144,NICKEL COMPOUNDS,YES,YES,55.69,8.6,17438.81
30120BWNST317CO,110000356356,ZINC COMPOUNDS,NO,NO,0,670,59170
30120BWNST317CO,110000356356,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,35000
61327LLNVCRR1XX,110006166139,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,10566.6
64098TNGNR20250,110042630542,MERCURY COMPOUNDS,YES,NO,0,0,223.6
78012SNMGL6200F,110000464426,CHLORINE,YES,NO,0,0,0
25213JHNMS1530W,110042086505,ZINC COMPOUNDS,NO,NO,5,268,3518
40272LSVLL14660,110000378733,AMMONIA,NO,NO,3516.4,546.77,4063.26
06506NWHVN1WATE,110000610651,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.004
53082DGWTR3739L,110000416871,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.1
52404PRRCR3300C,110017344337,LEAD COMPOUNDS,YES,NO,0.4,0,3357
7785WKGRVS13MIL,110034504757,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,76576
7785WKGRVS13MIL,110034504757,HYDROGEN FLUORIDE,YES,NO,0,0,60756
22547BRCHW10900,110000542743,AMMONIA,NO,NO,109,0,339
62217LLNSP1901B,110011697075,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,0
62644HVNPWSTRTE,110000595794,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,5349.46
61554NCRNC13082,110000438027,HYDROGEN FLUORIDE,YES,NO,0,0,20047
42086STVSH7900M,110000493305,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0.8,0,12.4
70760BGCJN9951C,110000449792,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,0
30120BWNST317CO,110000356356,BARIUM COMPOUNDS,NO,NO,0,3100,272510
30120BWNST317CO,110000356356,NAPHTHALENE,YES,YES,0,0,0
54632DRYLNS4651,110000422597,LEAD COMPOUNDS,YES,NO,0,0,9.769
23323CMMNW2837S,110001890053,N-HEXANE,YES,NO,0,0,0
54603NRTHR200SB,110000422524,AMMONIA,NO,NO,0,0,500
84513PCFCR3MILE,110000600608,COPPER COMPOUNDS,NO,NO,12,0,35656
42086STVSH7900M,110000493305,ZINC COMPOUNDS,NO,NO,4,1100,45904
51101GRGNL2761P,110000414114,AMMONIA,NO,NO,0,0,4901
62217LLNSP1901B,110011697075,NAPHTHALENE,YES,YES,0,0,21.559
96952CMMNWSANJS,110055500202,NAPHTHALENE,YES,YES,0,0,13.29
70760BGCJN9951C,110000449792,LEAD COMPOUNDS,YES,NO,0,0.7,2776.6
19809DGMRH200HA,110000338821,MERCURY,YES,NO,0,0.01,11.81
15931BNSBR2840N,110000330632,VANADIUM (EXCEPT WHEN CONTAINED IN AN ALLOY),NO,NO,1.9,0,14.5
39735TRCTBRTE1B,110021170908,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,0,0,2160
82942JMBRD9MILE,110007899970,ZINC COMPOUNDS,NO,NO,6,0,12784
33035TRKYP9700S,110000914832,AMMONIA,NO,NO,1440,0,31880
72734FLNTC21797,110000452910,LEAD  and LEAD COMPOUNDS,YES,NO,5,3.7,1500.7
74434MSKGG5501T,110000860854,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,52040.8
74434MSKGG5501T,110000860854,MERCURY COMPOUNDS,YES,NO,0,0,40
58530MLTNR34012,110000428387,LEAD  and LEAD COMPOUNDS,YES,NO,0,0,38507
49460JHCMP17000,110000411108,MERCURY COMPOUNDS,YES,NO,0,0,401.1
40310KNTCKCURDS,110000872397,HYDROGEN FLUORIDE,YES,NO,0,0,4064.1
15944CNMGHRTE20,110000538801,COPPER COMPOUNDS,NO,NO,3,24,47456
17832FSTRWMARIO,110007026306,VANADIUM (EXCEPT WHEN CONTAINED IN AN ALLOY),NO,NO,0.09,0,32213.75
17832FSTRWMARIO,110007026306,BARIUM  and BARIUM COMPOUNDS,NO,NO,0.59,0,175925.5901
28461CGNTR1281C,110043787783,MERCURY  and MERCURY COMPOUNDS,YES,NO,0.0011,0.16,0.4851
27052DKNRGPINEH,110000604141,COBALT COMPOUNDS,YES,NO,0,0,10338
66536JFFRY25905,110006011680,ZINC COMPOUNDS,NO,NO,4,0,51214
44012FRSTN33570,110000385173,LEAD COMPOUNDS,YES,NO,0,0,214.1
97818BRDMN73334,110000488838,LEAD COMPOUNDS,YES,NO,0.00928,0,4.00928
52761LSGNR86021,110000415783,LEAD COMPOUNDS,YES,NO,0,0,9002
75691MRTNL8850F,110043787220,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,144489
75691MRTNL8850F,110043787220,MERCURY  and MERCURY COMPOUNDS,YES,NO,0.1,0.1,1012.6
41045KNTCKUS42P,110000874224,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,944010
47528PSDWR15400,110040086803,HYDROGEN SULFIDE,YES,NO,0,0,0
7759WBLNCH2415T,110028042188,FORMALDEHYDE,YES,YES,1,0,8701
99743HLYPW25MIL,110000602250,MERCURY,YES,NO,0,0,7.7
47928PSCYG3300N,110000404349,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,0,0,79420
33805CDMCN3030E,110000364882,AMMONIA,NO,NO,0,0,148538
75846LMSTNFM39A,110000608245,HYDROGEN FLUORIDE,YES,NO,0,0,33231
63129MRMCP8200F,110001958515,MERCURY COMPOUNDS,YES,NO,0,0,79
27343RXBRS1700D,110000346386,NICKEL COMPOUNDS,YES,YES,2,150,51492
75691MRTNL8850F,110043787220,ARSENIC  and ARSENIC COMPOUNDS,YES,NO,1,1,19663
45202CGMMF10800,110000823379,AMMONIA,NO,NO,210,48,258
15748MHMRC1750P,110000330339,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,6,28,4229
23005DSWLL10098,110017409286,N-HEXANE,YES,NO,5,0,167363
77481WPRSHYUJON,110000608254,ZINC COMPOUNDS,NO,NO,0,0,48921
87421SNJNGCOUNT,110000600868,SELENIUM COMPOUNDS,YES,NO,5,0,327
98531CNTRL913BI,110000490665,HYDROGEN FLUORIDE,YES,NO,0,0,41838
47882MRMGNHWY54,110000592831,NICKEL  and NICKEL COMPOUNDS,YES,YES,4,1,102486
47882MRMGNHWY54,110000592831,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,188573
84539SNNYSONEPO,110000470008,LEAD,YES,YES,15.05,0,14594.14
37716STVBL1265E,110043798487,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,10000
20608CHLKP25100,110005974286,AMMONIA,NO,NO,0,11,1380
48054DTRTD4505K,110017414038,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.23
34428FLRDP15760,110017431215,MANGANESE COMPOUNDS,YES,NO,260,0,8750
34428FLRDP15760,110017431215,COPPER COMPOUNDS,NO,NO,0,8000,9567
7237WPLMPN2732A,110033168391,N-HEXANE,YES,NO,0,0,191
56537TTRTL1012W,110000427422,BARIUM  and BARIUM COMPOUNDS,NO,NO,390,44,170664
20842DCKRS21200,110000339303,NAPHTHALENE,YES,YES,0,0,0
97818BRDMN73334,110000488838,BARIUM COMPOUNDS,NO,NO,11,0,43
17981WSTWDUSRTE,110010970235,VANADIUM COMPOUNDS,NO,NO,3,1,16864
1731WCLPNM155PI,110043196528,N-HEXANE,YES,NO,0,0,0
63386SXPWR8501N,110000442209,COPPER COMPOUNDS,NO,NO,0,0,38424
36548CHRLSCARSO,110056968278,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,48000
87421SNJNGCOUNT,110000600868,HYDROGEN FLUORIDE,YES,NO,0,0,19000
87421SNJNGCOUNT,110000600868,AMMONIA,NO,NO,242000,0,314030
19809DGMRH200HA,110000338821,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0.16,0.36
15774KYSTNRTE21,110000538525,HYDROGEN FLUORIDE,YES,NO,0,0,23986
