2. TRIFD,3. FRS ID,30. CHEMICAL,33. CLEAN AIR ACT CHEMICAL,37. CARCINOGEN,40. 5.1 - FUGITIVE AIR,42. 5.3 - WATER,54. ON-SITE RELEASE TOTAL
61520CLCDC17751,110000437947,LEAD COMPOUNDS,YES,NO,0.545,0,7284.75
2428WVRGNC3425R,110055497779,LEAD COMPOUNDS,YES,NO,0,0.01,26315.01
8271WBSNLC1246N,110039589585,VANADIUM (EXCEPT WHEN CONTAINED IN AN ALLOY),NO,NO,12,0,121
53154KCRKP4801E,110000417709,ANTHRACENE,NO,NO,0,0,1
45153CNCNN1781U,110000392860,HYDROGEN FLUORIDE,YES,NO,0,0,13000
62217LLNSP1901B,110011697075,COPPER COMPOUNDS,NO,NO,5,37.175,30898.424
25265MNTNRRTE33,110067041837,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,313000
42303LMRSM4301U,110056956940,LEAD COMPOUNDS,YES,NO,0,52.8,97.3
62739MRNCR134CI,110000500501,VANADIUM COMPOUNDS,NO,NO,0,0,37126
62217LLNSP1901B,110011697075,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,13500.9
52601LLNTN4282S,110000415355,LEAD COMPOUNDS,YES,NO,0.1,48.3,190.1
21226BRNDN1000B,110038162902,AMMONIA,NO,NO,2137,222,79419
06604BRDGP1ATLA,110000316989,NAPHTHALENE,YES,YES,0,0,4.21
2654WLNGVW1375F,110040576267,VANADIUM COMPOUNDS,NO,NO,0,0,210.1
54806NRTHR122N1,110000422846,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,5,0,4318
7785WKGRVS13MIL,110034504757,HEXACHLOROBENZENE,YES,YES,0,0,10
85606RZNLCHWY19,110043804390,LEAD COMPOUNDS,YES,NO,0.07,0,856.91
11105CSTLS1710S,110004367569,AMMONIA,NO,NO,250,0,66350
47670PSNRGHWY64,110000592813,AMMONIA,NO,NO,200000,0,201101
7785WKGRVS13MIL,110034504757,SELENIUM  and SELENIUM COMPOUNDS,YES,NO,1,0,31540
53154KCRKP4801E,110000417709,NAPHTHALENE,YES,YES,0,0,3
29436CRSSG553CR,110000499764,ZINC COMPOUNDS,NO,NO,4,2200,25944
02780TNTNM1314S,110000312064,"BENZO(G,H,I)PERYLENE",YES,NO,0.0014643,0,0.0076659
15774KYSTNRTE21,110000538525,MERCURY COMPOUNDS,YES,NO,0.17,0.339,1981.109
47250CLFTY1335C,110000402314,ARSENIC  and ARSENIC COMPOUNDS,YES,NO,0.6,21.5,44905.1
17976STNCHHWY54,110006812716,BIPHENYL,YES,NO,0,0,0
17976STNCHHWY54,110006812716,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,48989
41045KNTCKUS42P,110000874224,THALLIUM COMPOUNDS,NO,NO,0.23,4.68,47515.09
17976STNCHHWY54,110006812716,COBALT  and COBALT COMPOUNDS,YES,NO,2,0,24307
2428WVRGNC3425R,110055497779,"1,2,4-TRIMETHYLBENZENE",NO,NO,0,0,0
1179WWDNGRNRTHC,110007994723,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,8.8
96792KHGNR89900,110000486439,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,5.5
58576GRTRV28753,110000494563,COPPER COMPOUNDS,NO,NO,0,3,27056
24534CLVRPRTE92,110007008175,HYDROGEN FLUORIDE,YES,NO,0,0,5320
47882MRMGNHWY54,110000592831,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,12,1.4,78303.4
58530MLTNR34012,110000428387,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,5
6225WPRRST1739N,110044852068,AMMONIA,NO,NO,493,0,493
6225WPRRST1739N,110044852068,"BENZO(G,H,I)PERYLENE",YES,NO,0.047,0.421,1347.341
52761MSCTN1700I,110000415827,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,5082.65
47882MRMGNHWY54,110000592831,MANGANESE COMPOUNDS,YES,NO,6.2,2,123176.2
36732LBMPWHWY43,110000608398,NAPHTHALENE,YES,YES,0,0,0
6225WPRRST1739N,110044852068,COPPER  and COPPER COMPOUNDS,NO,NO,0,0,263588
6225WPRRST1739N,110044852068,THALLIUM  and THALLIUM COMPOUNDS,NO,NO,0,0,26658.5
27870RSMRY12THS,110001483261,"1,2,4-TRIMETHYLBENZENE",NO,NO,0,0,0
3102WGRNPW79PAP,110064025102,LEAD  and LEAD COMPOUNDS,YES,NO,0,0,599
17931WHLBRMOREA,110014012157,COPPER  and COPPER COMPOUNDS,NO,NO,0,0,0.25
17931WHLBRMOREA,110014012157,NICKEL  and NICKEL COMPOUNDS,YES,YES,0,0,14.56
71447CLCCR275RO,110000450627,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,16170
71447CLCCR275RO,110000450627,LEAD COMPOUNDS,YES,NO,0.1,6.8,1935.6
29044STHCR142WA,110015337198,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,102,0,14833
85936CRNDG7MINE,110017431242,MANGANESE COMPOUNDS,YES,NO,39,0,16321
29044STHCR142WA,110015337198,LEAD COMPOUNDS,YES,NO,22.7,0,6861.9
31046SCHRR10986,110007356066,COBALT COMPOUNDS,YES,NO,0,0,15068
77481WPRSHYUJON,110000608254,LEAD COMPOUNDS,YES,NO,2.8,0,15134.9
45144DYTNP745US,110070135391,VANADIUM COMPOUNDS,NO,NO,0,0,51336
11742RCHRD607UN,110000323953,N-HEXANE,YES,NO,5,0,33.8
62707CTYWT3100S,110056956281,HYDROGEN FLUORIDE,YES,NO,0,0,3700
31046SCHRR10986,110007356066,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,9600
81639PBLCS12795,110012355281,ASBESTOS (FRIABLE),YES,YES,0,0,0
77481WPRSHYUJON,110000608254,NICKEL COMPOUNDS,YES,YES,2,0,20454
3102WGRNPW79PAP,110064025102,MANGANESE  and MANGANESE COMPOUNDS,YES,NO,0,0,204.91
11742RCHRD607UN,110000323953,METHANOL,YES,NO,5,0,8965.69
51501CNCLB2115N,110056965280,COPPER COMPOUNDS,NO,NO,3,17,65077
96915GMPWR322CA,110007501499,LEAD  and LEAD COMPOUNDS,YES,NO,0,0,1525.94
45144DYTNP745US,110070135391,NAPHTHALENE,YES,YES,0,0,22
36548CHRLSCARSO,110056968278,MANGANESE COMPOUNDS,YES,NO,290,1500,16848
74053NRTHSJCTHW,110000750740,LEAD  and LEAD COMPOUNDS,YES,NO,5,30.3,1006.58
42452RDGRN9000H,110000591422,AMMONIA,NO,NO,1190,145,1335
62540KNCDG4MILE,110000602125,MERCURY COMPOUNDS,YES,NO,0.002,0.076,53.378
07036CGNTCRAILR,110002047286,N-HEXANE,YES,NO,0,0,109384
40310KNTCKCURDS,110000872397,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,1.4
30170WNSLYGEORG,110046233919,HYDROGEN FLUORIDE,YES,NO,0,0,5300
42452RDGRN9000H,110000591422,HYDROGEN FLUORIDE,YES,NO,0,0,11600
30565DHLBR585JA,110020517378,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,0
14882SCYGL228MI,110000328547,HYDROGEN FLUORIDE,YES,NO,0,0,109
48054DTRTD4505K,110017414038,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.55
74053NRTHSJCTHW,110000750740,BARIUM  and BARIUM COMPOUNDS,NO,NO,5,1400,169542
61554NCRNC13082,110000438027,COPPER COMPOUNDS,NO,NO,3,243,397
48054DTRTD4505K,110017414038,HYDROGEN FLUORIDE,YES,NO,0,0,23000
80723PBLCS14940,110000600234,VANADIUM COMPOUNDS,NO,NO,1.3,0,35035.3
26366HRRSNRTE20,110000586125,MERCURY COMPOUNDS,YES,NO,0,0,1586.66
26366HRRSNRTE20,110000586125,COBALT COMPOUNDS,YES,NO,0,0,59270
48901LNSNG601IS,110000408531,HYDROGEN FLUORIDE,YES,NO,0,0,32370
63129MRMCP8200F,110001958515,LEAD COMPOUNDS,YES,NO,0,0,2047.7
02191FRRVR9BRID,110024352289,AMMONIA,NO,NO,17,0,17400
02563CNLLC9FREE,110000311485,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0.2,0.4
10993BWLNPSAMSO,110000582352,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.01
58530MLTNR34012,110000428387,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,0.3,0,42918.3
47150PSNRG30JAC,110007565214,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0
47928PSCYG3300N,110000404349,BARIUM COMPOUNDS,NO,NO,1,40,220245
54474WYRHS200GR,110000422141,MERCURY  and MERCURY COMPOUNDS,YES,NO,0,0,1.1
58530MLTNR34012,110000428387,ZINC COMPOUNDS,NO,NO,0,0,42324
6225WPRRST1739N,110044852068,LEAD,YES,YES,180,15.8,195.8
6225WPRRST1739N,110044852068,MANGANESE  and MANGANESE COMPOUNDS,YES,NO,0,0,46033.5
74434MSKGG5501T,110000860854,BARIUM COMPOUNDS,NO,NO,0,4212,6220.89
37716STVBL1265E,110043798487,HYDROGEN FLUORIDE,YES,NO,0,0,3400
32514GLFPW11999,110002526847,MANGANESE COMPOUNDS,YES,NO,0,0,28183
42086STVSH7900M,110000493305,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.3
28024DKNRGDUKEP,110006424404,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.1
62540KNCDG4MILE,110000602125,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,29384
23224BLLMD1860C,110002404390,NAPHTHALENE,YES,YES,0,0,0
86040NVJGN5MIOF,110028287725,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,10627
45620MRCNL7397N,110043788327,SELENIUM  and SELENIUM COMPOUNDS,YES,NO,7,11.6,38523.6
54221MNTWC1303S,110000421384,VANADIUM COMPOUNDS,NO,NO,0.0008,0.64,3.0408
69165GRLDGSHWY2,110000606522,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,0,0,5750
45620MRCNL7397N,110043788327,BARIUM  and BARIUM COMPOUNDS,NO,NO,167.76,206.1,878028.01
43913CRDNL306CO,110000605426,MANGANESE COMPOUNDS,YES,NO,250,6,140505
15748MHMRC1750P,110000330339,COBALT COMPOUNDS,YES,NO,9,93,1259
82942JMBRD9MILE,110007899970,HYDROGEN FLUORIDE,YES,NO,0,0,48880
82942JMBRD9MILE,110007899970,MANGANESE COMPOUNDS,YES,NO,27,0,105973
51101GRGNL2761P,110000414114,MANGANESE COMPOUNDS,YES,NO,2,35,8520
52761LSGNR86021,110000415783,ZINC COMPOUNDS,NO,NO,0,37,31605
33805CDMCN3030E,110000364882,ZINC COMPOUNDS,NO,NO,0,0,987
39552MSSSSHWY63,110040875666,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,3900
82637PCFCR1591T,110013320245,BARIUM COMPOUNDS,NO,NO,6595,2453,1400333
20664MRGNT12620,110000339143,AMMONIA,NO,NO,0,1,1728
62540KNCDG4MILE,110000602125,COPPER COMPOUNDS,NO,NO,0,5,110.483
69165GRLDGSHWY2,110000606522,MANGANESE  and MANGANESE COMPOUNDS,YES,NO,0,0,24090
33805CDMCN3030E,110000364882,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,87167
28024DKNRGDUKEP,110006424404,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,3
84528PCFCR10MIL,110020101922,SODIUM NITRITE,NO,NO,0,0,10630
19966NDNRVRTE33,110000603936,HYDROGEN FLUORIDE,YES,NO,0,0,511
82942JMBRD9MILE,110007899970,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,147072
84528PCFCR10MIL,110020101922,COPPER COMPOUNDS,NO,NO,21,0,22675
34428FLRDP15760,110017431215,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,66000
33860TMPLC9995S,110000365113,NICKEL COMPOUNDS,YES,YES,0,47,408
77960CLTCRFMRD2,110000599692,CHLORINE,YES,NO,0,0,0
35580LBMPW460GO,110000367380,LEAD COMPOUNDS,YES,NO,0,0,23656.4
43811MRCNL47201,110000605417,NICKEL COMPOUNDS,YES,YES,250,260,45654
52761LSGNR86021,110000415783,BARIUM COMPOUNDS,NO,NO,47,240,1314982
62540KNCDG4MILE,110000602125,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,2.809
8271WBSNLC1246N,110039589585,VANADIUM COMPOUNDS,NO,NO,12,0,121
96749PNGNRPUNAM,110000601377,NAPHTHALENE,YES,YES,0,0,9
00920PRPSNMERCA,110000744749,COPPER COMPOUNDS,NO,NO,0,7.84,23977.84
96707SHWNC91086,110027164164,VANADIUM COMPOUNDS,NO,NO,3.43,0,27.48
85938SPRNG12MIL,110000600788,VANADIUM COMPOUNDS,NO,NO,28,0,159764
9691WTNJVSLT19T,110060259241,N-HEXANE,YES,NO,107.43,0,110.95
61607DDWRD7800S,110000438125,ZINC COMPOUNDS,NO,NO,0,685.595,3543.775
70760BGCJN9951C,110000449792,VANADIUM COMPOUNDS,NO,NO,0,14,12507
40272LSVLL14660,110000378733,ZINC COMPOUNDS,NO,NO,1,129.32,125390.62
47635RCKPR2791N,110000747924,ANTIMONY COMPOUNDS,YES,NO,5,0,21603
12822NDCKC24WHI,110000324934,"1,2,4-TRIMETHYLBENZENE",NO,NO,5,0,10
74651SNRGNHWY15,110000598611,BARIUM COMPOUNDS,NO,NO,0,136,2596
25213JHNMS1530W,110042086505,SELENIUM COMPOUNDS,YES,NO,5,291,3873
17976STNCHHWY54,110006812716,"1,2,4-TRIMETHYLBENZENE",NO,NO,0,0,0
28012DKNRG253PL,110000348008,LEAD COMPOUNDS,YES,NO,0.3,0.8,5537.1
23234CGNTR5001C,110000868865,LEAD COMPOUNDS,YES,NO,0.02,2.87,46.72
68025CTYFF2701E,110040983308,LEAD COMPOUNDS,YES,NO,2.8,43,175.99
43616FRSTN4701B,110000384325,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,0.148
7183WJHNWT3711H,110028925581,MERCURY COMPOUNDS,YES,NO,0,0,255
08069CRNYS500SH,110017403264,HYDROGEN FLUORIDE,YES,NO,0.78,0,781.78
87416FRCRNCOUNT,110042068473,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,4.43
11558FBRRTMCCAR,110000582389,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,8.17
26739MTSTRHC76B,110007876637,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,21000
11768NRTHPWATER,110000582398,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,7.39
17931WHLBRMOREA,110014012157,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,0,0,3.07
78945LCRFY6549P,110000465620,LEAD COMPOUNDS,YES,NO,1.9,21.9,3076.1
20664MRGNT12620,110000339143,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,0,0,294
47620SGCBB8511W,110044891150,COPPER COMPOUNDS,NO,NO,0,110,23370
35130LBMPW4250P,110043792651,VANADIUM COMPOUNDS,NO,NO,0,0,57320
15927CLVRP141IN,110001147786,ARSENIC COMPOUNDS,YES,NO,0,0,11
96951CMMNWSNGSN,110055500195,NAPHTHALENE,YES,YES,0,0,8.06
6225WPRRST1739N,110044852068,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,0,0,1255252.4
78945LCRFY6549P,110000465620,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,4.2
66044LWRNC1250N,110000445180,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,1.6
99743HLYPW25MIL,110000602250,N-HEXANE,YES,NO,0,0,18
15944CNMGHRTE20,110000538801,ZINC COMPOUNDS,NO,NO,4.6,179.6,165897.1
63055LBDPWNO10L,110000440470,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,144486
63055LBDPWNO10L,110000440470,ZINC COMPOUNDS,NO,NO,0,0,26829
28704SHVLL200CP,110000587071,AMMONIA,NO,NO,0,0,8
28012DKNRG253PL,110000348008,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,10000
28012DKNRG253PL,110000348008,VANADIUM COMPOUNDS,NO,NO,1,47,21880
96792KHGNR89900,110000486439,MERCURY COMPOUNDS,YES,NO,0,0.2,15.3
81639PBLCS12795,110012355281,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,16000
32177SMNLGUSHWY,110041142304,NITRATE COMPOUNDS,NO,NO,0,5141,5141
3102WGRNPW79PAP,110064025102,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,129274.15
35130LBMPW4250P,110043792651,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,170000
64088SBLYG3200E,110017982593,LEAD COMPOUNDS,YES,NO,0.7,0,1736.6
17976STNCHHWY54,110006812716,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,12997
80723PBLCS14940,110000600234,AMMONIA,NO,NO,11000,0,11047
58530MLTNR34012,110000428387,MERCURY  and MERCURY COMPOUNDS,YES,NO,0.02,0,367.02
29044STHCR142WA,110015337198,COBALT COMPOUNDS,YES,NO,20,0,6602
89438NRTHVI80EX,110000495508,BARIUM COMPOUNDS,NO,NO,20.7,0,259632.7
20664MRGNT12620,110000339143,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,12.6
85936CRNDG7MINE,110017431242,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,18148
81639PBLCS12795,110012355281,VANADIUM COMPOUNDS,NO,NO,2.2,0,19027.2
52732DMCRN1251B,110000415630,N-HEXANE,YES,NO,2,0,161
23836CHSTR500CO,110000342530,BARIUM COMPOUNDS,NO,NO,0,12,120090
28682DKNRG8320E,110000351397,BERYLLIUM COMPOUNDS,YES,YES,2,0,13008
29445WLLMS2242B,110000353509,VANADIUM COMPOUNDS,NO,NO,7,0,52
62448MRNCR6725N,110000439393,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,12765.8
52732DMCRN1251B,110000415630,ZINC COMPOUNDS,NO,NO,0,0,91
37379STVSQSEQUO,110000589970,HYDRAZINE,YES,YES,0,0,0
75840BGBRW11MIE,110000598988,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,8500
81626TRSTT2201R,110041086393,COPPER COMPOUNDS,NO,NO,2.27,0.83,105.94
82201LRMRV347GR,110000468075,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,90695
62953LCTRC2100P,110043786249,ZINC COMPOUNDS,NO,NO,0.607,168,11146.597
47670PSNRGHWY64,110000592813,ARSENIC COMPOUNDS,YES,NO,0,0,177630
58554RMHSKHWY18,110022356591,BARIUM COMPOUNDS,NO,NO,0,0,177961
58554RMHSKHWY18,110022356591,LEAD COMPOUNDS,YES,NO,0,0.1,1576.4
32226STJHN11201,110000362134,ANTIMONY COMPOUNDS,YES,NO,0.02,146.14,1340.16
26574MRCNBRTE17,110007881998,HYDROGEN FLUORIDE,YES,NO,5,0,3505
55721BSWLL1200N,110041028492,VANADIUM COMPOUNDS,NO,NO,5,0,90486
03801NWNGT165GO,110045448262,NAPHTHALENE,YES,YES,0,0,13
62953LCTRC2100P,110043786249,MERCURY COMPOUNDS,YES,NO,0,0,101.2
23836CHSTR500CO,110000342530,VANADIUM COMPOUNDS,NO,NO,0,0,45041
28682DKNRG8320E,110000351397,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,26000
62526DMCRN4666F,110050297936,TOLUENE,YES,NO,25,0,479
51501CNCLB2115N,110056965280,MERCURY COMPOUNDS,YES,NO,0,0,427
62953LCTRC2100P,110043786249,LEAD COMPOUNDS,YES,NO,0.2,0,3159.2
98248TNSKW5105L,110000490166,AMMONIA,NO,NO,5,0,4082
48732DKRNJNWEAD,110000593171,AMMONIA,NO,NO,24683,0,30644
66040LCYGNRR1BO,110000747988,MANGANESE COMPOUNDS,YES,NO,5,0,37158
66536JFFRY25905,110006011680,BARIUM COMPOUNDS,NO,NO,195,4421,2097735
45631HVLLY5758O,110000395162,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,1182012
84078BNNZP12500,110015757670,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,14000
34956MRTNPSR710,110008320566,AMMONIA,NO,NO,0,0,32383
63869NWMDRSTJUD,110000606336,HYDROGEN FLUORIDE,YES,NO,0,0,252569
29445WLLMS2242B,110000353509,MERCURY COMPOUNDS,YES,NO,0.1,9.6,17.8
47150PSNRG30JAC,110007565214,NAPHTHALENE,YES,YES,0,0,0
63869NWMDRSTJUD,110000606336,AMMONIA,NO,NO,5,0,29625
82201LRMRV347GR,110000468075,VANADIUM (EXCEPT WHEN CONTAINED IN AN ALLOY),NO,NO,245,0,1661
62526DMCRN4666F,110050297936,COPPER COMPOUNDS,NO,NO,2,0,143
18240PNTHRRTE54,110030471610,LEAD  and LEAD COMPOUNDS,YES,NO,0.4,0.3,6.6
41056SPRLCRTE8X,110012142127,ZINC COMPOUNDS,NO,NO,0,310.02,161591.02
81006PBLCS2005L,110000467851,LEAD COMPOUNDS,YES,NO,0.668,0,15367.768
2654WLNGVW1375F,110040576267,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,0,0,151.1
41056SPRLCRTE8X,110012142127,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,48,0,52.5
70669NTRGY3500H,110003271049,NICKEL COMPOUNDS,YES,YES,9,54,94353
43961FRSTNSTATE,110000591609,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.1
96740HWNLC73424,110028014093,LEAD COMPOUNDS,YES,NO,0,0,47.1
47567NDNPLRRTE1,110037247912,AMMONIA,NO,NO,1093,5026,6119.1
63386SXPWR8501N,110000442209,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,3.2
7759WBLNCH2415T,110028042188,MERCURY  and MERCURY COMPOUNDS,YES,NO,0,0,1
62953LCTRC2100P,110043786249,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,3
14882SCYGL228MI,110000328547,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,379
79108STHWSNLAKE,110042010999,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,11.9,0,1892.7
45631HVLLY5758O,110000395162,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,6.7,0,66035.8
52732DMCRN1251B,110000415630,FORMALDEHYDE,YES,YES,0,0,266
52732DMCRN1251B,110000415630,VANADIUM COMPOUNDS,NO,NO,0,0,0
44012FRSTN33570,110000385173,BARIUM COMPOUNDS,NO,NO,0,0,136
64120HWTHR8700H,110017410942,BARIUM COMPOUNDS,NO,NO,48,0,264
2654WLNGVW1375F,110040576267,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,176004.2
47250CLFTY1335C,110000402314,COPPER  and COPPER COMPOUNDS,NO,NO,510.6,9780,101544.6
80549RWHDN2700E,110000607148,BARIUM COMPOUNDS,NO,NO,116.58,0,519579.62
54806NRTHR122N1,110000422846,BARIUM  and BARIUM COMPOUNDS,NO,NO,0,0,10.9
29445WLLMS2242B,110000353509,ZINC COMPOUNDS,NO,NO,36,24601,25118
96707KLLCG91111,110041190421,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,92
62526DMCRN4666F,110050297936,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,2,0,191716
22026PSSMP19000,110000340774,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.04
70669NTRGY3500H,110003271049,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,45000
77830GBBNS25MIL,110008138078,BARIUM COMPOUNDS,NO,NO,0,0,74812
75650HWPRK2400F,110000458282,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.1
78945LCRFY6549P,110000465620,NICKEL COMPOUNDS,YES,YES,2.76,414.27,6486.18
42350WLSNSHWY85,110000717877,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,0,0,37148
42350WLSNSHWY85,110000717877,NAPHTHALENE,YES,YES,0,0,6
47620SGCBB8511W,110044891150,BARIUM COMPOUNDS,NO,NO,0,570,63130
26541FRTMRRTE53,110043799501,LEAD COMPOUNDS,YES,NO,0,0,8887
43961FRSTNSTATE,110000591609,BARIUM COMPOUNDS,NO,NO,39,2179,2483
46392NRTHR2723E,110000493706,LEAD COMPOUNDS,YES,NO,0,0,101136
46392NRTHR2723E,110000493706,VANADIUM COMPOUNDS,NO,NO,0,0,245401
46392NRTHR2723E,110000493706,MERCURY COMPOUNDS,YES,NO,0,0,540
26041KMMRPRTE2X,110013725077,MANGANESE COMPOUNDS,YES,NO,250,1300,86681
72132NTRGY1100W,110000451788,VANADIUM COMPOUNDS,NO,NO,80,0,34430
32831STNTN5100S,110025384368,ZINC COMPOUNDS,NO,NO,0,0,69246
00785SPRTRKM142,110012141805,"1,2,4-TRIMETHYLBENZENE",NO,NO,0,0,215
32831STNTN5100S,110025384368,BARIUM  and BARIUM COMPOUNDS,NO,NO,0,0,29138
26041KMMRPRTE2X,110013725077,AMMONIA,NO,NO,250,45000,47240
72132NTRGY1100W,110000451788,HYDROGEN FLUORIDE,YES,NO,0,0,82000
87045PLNSSCOUNT,110000758797,MERCURY COMPOUNDS,YES,NO,0.04,0,24.55
56537TTRTL1012W,110000427422,LEAD  and LEAD COMPOUNDS,YES,NO,2.8,1.4,1175.7
37763STVKNSWANP,110000372631,VANADIUM COMPOUNDS,NO,NO,11,0,32691
62707CTYWT3100S,110056956281,MERCURY  and MERCURY COMPOUNDS,YES,NO,0,0,57.6
23927MCKLN204CO,110000342772,LEAD COMPOUNDS,YES,NO,0,1,3.1
29044STHCR142WA,110015337198,BARIUM COMPOUNDS,NO,NO,244,496,62623
64088SBLYG3200E,110017982593,BARIUM COMPOUNDS,NO,NO,87,3,171523
42452RDGRN9000H,110000591422,COPPER COMPOUNDS,NO,NO,0,0,44426
51501CNCLB2115N,110056965280,NICKEL COMPOUNDS,YES,YES,1,10,21973
17981WSTWDUSRTE,110010970235,LEAD COMPOUNDS,YES,NO,0.9,0.3,4277.8
